date,item,quantity sold,price,market location
2026-03-28,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 12 Balls,1.0,6.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,2.0,3.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,2.0,3.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,2.0,3.0,Mt Sac Farmers Market
2026-03-28,Pani Puri 5 Balls,1.0,3.0,Mt Sac Farmers Market
2026-03-28,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-03-28,Pepsi Lemonade,2.0,4.0,Mt Sac Farmers Market
2026-03-28,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-03-28,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-03-28,Pepsi Lemonade,2.0,4.0,Mt Sac Farmers Market
2026-03-28,Pepsi Lemonade,1.0,4.0,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,2.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Red KidneyBean Plate,1.0,8.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,2.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Strawberry yogurt,1.0,4.99,Mt Sac Farmers Market
2026-03-28,Water,1.0,1.0,Mt Sac Farmers Market
2026-03-28,Water,1.0,1.0,Mt Sac Farmers Market
2026-03-28,Water,1.0,1.0,Mt Sac Farmers Market
2026-03-28,Water,1.0,1.0,Mt Sac Farmers Market
2026-03-28,Water,2.0,1.0,Mt Sac Farmers Market
